NUM  NAME                      ORIGIN
320  RPL_WHOIS_HIDDEN          Anothernet 
320  RPL_WHOISSPECIAL          Unreal 
321  RPL_LISTSTART             RFC1459 
322  RPL_LIST                  RFC1459 
323  RPL_LISTEND               RFC1459 
324  RPL_CHANNELMODEIS         RFC1459 
325  RPL_UNIQOPIS              RFC2812 
325  RPL_CHANNELPASSIS         
325  RPL_WHOISWEBIRC           Nefarious 
325  RPL_CHANNELMLOCKIS        sorircd 
326  RPL_NOCHANPASS            
327  RPL_CHPASSUNKNOWN         
327  RPL_WHOISHOST             rusnet-ircd 
328  RPL_CHANNEL_URL           Bahamut, AustHex 
329  RPL_CREATIONTIME          Bahamut 
330  RPL_WHOWAS_TIME           
330  RPL_WHOISACCOUNT          ircu 
331  RPL_NOTOPIC               RFC1459 
332  RPL_TOPIC                 RFC1459 
333  RPL_TOPICWHOTIME          ircu 
334  RPL_LISTUSAGE             ircu 
334  RPL_COMMANDSYNTAX         Bahamut 
334  RPL_LISTSYNTAX            Unreal 
335  RPL_WHOISBOT              Unreal 
335  RPL_WHOISTEXT             Hybrid 
335  RPL_WHOISACCOUNTONLY      Nefarious 
336  RPL_INVITELIST            Hybrid 
336  RPL_WHOISBOT              Nefarious 
337  RPL_ENDOFINVITELIST       Hybrid 
337  RPL_WHOISTEXT             Hybrid? 
338  RPL_CHANPASSOK            
338  RPL_WHOISACTUALLY         ircu, Bahamut 
339  RPL_BADCHANPASS           
339  RPL_WHOISMARKS            Nefarious 
340  RPL_USERIP                ircu 
341  RPL_INVITING              RFC1459 
342  RPL_SUMMONING             RFC1459 
343  RPL_WHOISKILL             Nefarious 
344  RPL_WHOISCOUNTRY          InspIRCd 2.0 
344  RPL_WHOISCOUNTRY          InspIRCd 3.0 
344  RPL_REOPLIST              IRCnet 
345  RPL_INVITED               GameSurge 
345  RPL_ENDOFREOPLIST         IRCnet 
346  RPL_INVITELIST            RFC2812 
347  RPL_ENDOFINVITELIST       RFC2812 
348  RPL_EXCEPTLIST            RFC2812 
349  RPL_ENDOFEXCEPTLIST       RFC2812 
350  RPL_WHOISGATEWAY          InspIRCd 3.0 
351  RPL_VERSION               RFC1459 
352  RPL_WHOREPLY              RFC1459 
353  RPL_NAMREPLY              RFC1459 
354  RPL_WHOSPCRPL             ircu 
355  RPL_NAMREPLY_             QuakeNet 
357  RPL_MAP                   AustHex 
358  RPL_MAPMORE               AustHex 
359  RPL_MAPEND                AustHex 
360  RPL_WHOWASREAL            Charybdis 
361  RPL_KILLDONE              RFC1459 
362  RPL_CLOSING               RFC1459 
363  RPL_CLOSEEND              RFC1459 
364  RPL_LINKS                 RFC1459 
365  RPL_ENDOFLINKS            RFC1459 
366  RPL_ENDOFNAMES            RFC1459 
367  RPL_BANLIST               RFC1459 
368  RPL_ENDOFBANLIST          RFC1459 
369  RPL_ENDOFWHOWAS           RFC1459 
371  RPL_INFO                  RFC1459 
372  RPL_MOTD                  RFC1459 
373  RPL_INFOSTART             RFC1459 
374  RPL_ENDOFINFO             RFC1459 
375  RPL_MOTDSTART             RFC1459 
376  RPL_ENDOFMOTD             RFC1459 
377  RPL_KICKEXPIRED           aircd 
377  RPL_SPAM                  AustHex 
378  RPL_BANEXPIRED            aircd 
378  RPL_WHOISHOST             Unreal 
378  RPL_MOTD                  AustHex 
379  RPL_KICKLINKED            aircd 
379  RPL_WHOISMODES            Unreal 
379  RPL_WHOWASIP              InspIRCd 2.0 
380  RPL_BANLINKED             aircd 
380  RPL_YOURHELPER            AustHex 
381  RPL_YOUREOPER             RFC1459 
382  RPL_REHASHING             RFC1459 
383  RPL_YOURESERVICE          RFC2812 
384  RPL_MYPORTIS              RFC1459 
385  RPL_NOTOPERANYMORE        AustHex, Hybrid, Unreal 
386  RPL_QLIST                 Unreal 
386  RPL_IRCOPS                Ultimate 
386  RPL_IRCOPSHEADER          Nefarious 
386  RPL_RSACHALLENGE          Hybrid 
387  RPL_ENDOFQLIST            Unreal 
387  RPL_ENDOFIRCOPS           Ultimate 
387  RPL_IRCOPS                Nefarious 
388  RPL_ALIST                 Unreal 
388  RPL_ENDOFIRCOPS           Nefarious 
389  RPL_ENDOFALIST            Unreal 
391  RPL_TIME                  RFC1459 
391  RPL_TIME                  ircu 
391  RPL_TIME                  bdq-ircd 
391  RPL_TIME                  
392  RPL_USERSSTART            RFC1459 
393  RPL_USERS                 RFC1459 
394  RPL_ENDOFUSERS            RFC1459 
395  RPL_NOUSERS               RFC1459 
396  RPL_VISIBLEHOST           Hybrid 
399  RPL_CLONES                InspIRCd 3.0 
400  ERR_UNKNOWNERROR          
401  ERR_NOSUCHNICK            RFC1459 
402  ERR_NOSUCHSERVER          RFC1459 
403  ERR_NOSUCHCHANNEL         RFC1459 
404  ERR_CANNOTSENDTOCHAN      RFC1459 
405  ERR_TOOMANYCHANNELS       RFC1459 
406  ERR_WASNOSUCHNICK         RFC1459 
407  ERR_TOOMANYTARGETS        RFC1459 
408  ERR_NOSUCHSERVICE         RFC2812 
408  ERR_NOCOLORSONCHAN        Bahamut 
408  ERR_NOCTRLSONCHAN         Hybrid 
409  ERR_NOORIGIN              RFC1459 
410  ERR_INVALIDCAPCMD         Undernet? 
411  ERR_NORECIPIENT           RFC1459 
412  ERR_NOTEXTTOSEND          RFC1459 
413  ERR_NOTOPLEVEL            RFC1459 
414  ERR_WILDTOPLEVEL          RFC1459 
415  ERR_BADMASK               RFC2812 
416  ERR_TOOMANYMATCHES        IRCnet 
416  ERR_QUERYTOOLONG          ircu 
417  ERR_INPUTTOOLONG          ircu 
419  ERR_LENGTHTRUNCATED       aircd 
420  ERR_AMBIGUOUSCOMMAND      InspIRCd 
421  ERR_UNKNOWNCOMMAND        RFC1459 
422  ERR_NOMOTD                RFC1459 
423  ERR_NOADMININFO           RFC1459 
424  ERR_FILEERROR             RFC1459 
425  ERR_NOOPERMOTD            Unreal 
429  ERR_TOOMANYAWAY           Bahamut 
430  ERR_EVENTNICKCHANGE       AustHex 
431  ERR_NONICKNAMEGIVEN       RFC1459 
432  ERR_ERRONEUSNICKNAME      RFC1459 
433  ERR_NICKNAMEINUSE         RFC1459 
434  ERR_SERVICENAMEINUSE      AustHex? 
434  ERR_NORULES               Unreal, Ultimate 
435  ERR_SERVICECONFUSED       Unreal 
435  ERR_BANONCHAN             Bahamut 
436  ERR_NICKCOLLISION         RFC1459 
437  ERR_UNAVAILRESOURCE       RFC2812 
437  ERR_BANNICKCHANGE         ircu 
438  ERR_NICKTOOFAST           ircu 
438  ERR_DEAD                  IRCnet 
439  ERR_TARGETTOOFAST         ircu 
440  ERR_SERVICESDOWN          Bahamut, Unreal 
441  ERR_USERNOTINCHANNEL      RFC1459 
442  ERR_NOTONCHANNEL          RFC1459 
443  ERR_USERONCHANNEL         RFC1459 
444  ERR_NOLOGIN               RFC1459 
445  ERR_SUMMONDISABLED        RFC1459 
446  ERR_USERSDISABLED         RFC1459 
447  ERR_NONICKCHANGE          Unreal 
448  ERR_FORBIDDENCHANNEL      Unreal 
449  ERR_NOTIMPLEMENTED        Undernet 
451  ERR_NOTREGISTERED         RFC1459 
452  ERR_IDCOLLISION           
453  ERR_NICKLOST              
455  ERR_HOSTILENAME           Unreal 
456  ERR_ACCEPTFULL            
457  ERR_ACCEPTEXIST           
458  ERR_ACCEPTNOT             
459  ERR_NOHIDING              Unreal 
460  ERR_NOTFORHALFOPS         Unreal 
461  ERR_NEEDMOREPARAMS        RFC1459 
462  ERR_ALREADYREGISTERED     RFC1459 
463  ERR_NOPERMFORHOST         RFC1459 
464  ERR_PASSWDMISMATCH        RFC1459 
465  ERR_YOUREBANNEDCREEP      RFC1459 
466  ERR_YOUWILLBEBANNED       RFC1459 
467  ERR_KEYSET                RFC1459 
468  ERR_INVALIDUSERNAME       ircu 
468  ERR_ONLYSERVERSCANCHANGE   Bahamut, Unreal 
468  ERR_NOCODEPAGE            rusnet-ircd 
469  ERR_LINKSET               Unreal 
470  ERR_LINKCHANNEL           Unreal 
470  ERR_KICKEDFROMCHAN        aircd 
470  ERR_7BIT                  rusnet-ircd 
471  ERR_CHANNELISFULL         RFC1459 
472  ERR_UNKNOWNMODE           RFC1459 
473  ERR_INVITEONLYCHAN        RFC1459 
474  ERR_BANNEDFROMCHAN        RFC1459 
475  ERR_BADCHANNELKEY         RFC1459 
476  ERR_BADCHANMASK           RFC2812 
477  ERR_NOCHANMODES           RFC2812 
477  ERR_NEEDREGGEDNICK        Bahamut, ircu, Unreal 
478  ERR_BANLISTFULL           RFC2812 
479  ERR_BADCHANNAME           Hybrid 
479  ERR_LINKFAIL              Unreal 
479  ERR_NOCOLOR               rusnet-ircd 
480  ERR_NOULINE               AustHex 
480  ERR_CANNOTKNOCK           Unreal 
480  ERR_THROTTLE              Ratbox 
480  ERR_SSLONLYCHAN           Hybrid 
480  ERR_NOWALLOP              rusnet-ircd 
481  ERR_NOPRIVILEGES          RFC1459 
482  ERR_CHANOPRIVSNEEDED      RFC1459 
483  ERR_CANTKILLSERVER        RFC1459 
484  ERR_RESTRICTED            RFC2812 
484  ERR_ISCHANSERVICE         Undernet 
484  ERR_DESYNC                Bahamut, Hybrid, PTlink 
484  ERR_ATTACKDENY            Unreal 
485  ERR_UNIQOPRIVSNEEDED      RFC2812 
485  ERR_KILLDENY              Unreal 
485  ERR_CANTKICKADMIN         PTlink 
485  ERR_ISREALSERVICE         QuakeNet 
485  ERR_CHANBANREASON         Hybrid 
485  ERR_BANNEDNICK            Ratbox 
486  ERR_NONONREG              Unreal? 
486  ERR_RLINED                rusnet-ircd 
486  ERR_HTMDISABLED           Unreal 
487  ERR_CHANTOORECENT         IRCnet 
487  ERR_MSGSERVICES           Bahamut 
487  ERR_NOTFORUSERS           Unreal? 
487  ERR_NONONSSL              ChatIRCd 
488  ERR_TSLESSCHAN            IRCnet 
488  ERR_HTMDISABLED           Unreal? 
488  ERR_NOSSL                 Bahamut 
489  ERR_SECUREONLYCHAN        Unreal 
489  ERR_VOICENEEDED           Undernet 
490  ERR_ALLMUSTSSL            InspIRCd 
490  ERR_NOSWEAR               Unreal 
491  ERR_NOOPERHOST            RFC1459 
492  ERR_NOSERVICEHOST         RFC1459 
492  ERR_NOCTCP                Hybrid / Unreal? 
492  ERR_CANNOTSENDTOUSER      Charybdis? 
493  ERR_NOSHAREDCHAN          Bahamut 
493  ERR_NOFEATURE             ircu 
494  ERR_BADFEATVALUE          ircu 
494  ERR_OWNMODE               Bahamut, charybdis? 
495  ERR_BADLOGTYPE            ircu 
495  ERR_DELAYREJOIN           InspIRCd 2.0 
496  ERR_BADLOGSYS             ircu 
497  ERR_BADLOGVALUE           ircu 
498  ERR_ISOPERLCHAN           ircu 
499  ERR_CHANOWNPRIVNEEDED     Unreal 
500  ERR_TOOMANYJOINS          Unreal? 
500  ERR_NOREHASHPARAM         rusnet-ircd 
500  ERR_CANNOTSETMODER        InspIRCd 
501  ERR_UMODEUNKNOWNFLAG      RFC1459 
501  ERR_UNKNOWNSNOMASK        InspIRCd 
502  ERR_USERSDONTMATCH        RFC1459 
503  ERR_GHOSTEDCLIENT         Hybrid 
503  ERR_VWORLDWARN            AustHex 
504  ERR_USERNOTONSERV         
511  ERR_SILELISTFULL          ircu 
512  ERR_TOOMANYWATCH          Bahamut 
512  ERR_NOSUCHGLINE           ircu 
513  ERR_BADPING               ircu 
514  ERR_TOOMANYDCC            Bahamut 
514  ERR_NOSUCHJUPE            irch 
514  ERR_INVALID_ERROR         ircu 
515  ERR_BADEXPIRE             ircu 
516  ERR_DONTCHEAT             ircu 
517  ERR_DISABLED              ircu 
518  ERR_NOINVITE              Unreal 
518  ERR_LONGMASK              ircu 
519  ERR_ADMONLY               Unreal 
519  ERR_TOOMANYUSERS          ircu 
520  ERR_OPERONLY              Unreal 
520  ERR_MASKTOOWIDE           ircu 
520  ERR_WHOTRUNC              AustHex 
521  ERR_LISTSYNTAX            Bahamut 
521  ERR_NOSUCHGLINE           Nefarious 
522  ERR_WHOSYNTAX             Bahamut 
523  ERR_WHOLIMEXCEED          Bahamut 
524  ERR_QUARANTINED           ircu 
524  ERR_OPERSPVERIFY          Unreal 
524  ERR_HELPNOTFOUND          Hybrid 
525  ERR_INVALIDKEY            ircu 
525  ERR_REMOTEPFX             CAPAB USERCMDPFX 
526  ERR_PFXUNROUTABLE         CAPAB USERCMDPFX 
531  ERR_CANTSENDTOUSER        InspIRCd 
550  ERR_BADHOSTMASK           QuakeNet 
551  ERR_HOSTUNAVAIL           QuakeNet 
552  ERR_USINGSLINE            QuakeNet 
553  ERR_STATSSLINE            QuakeNet 
560  ERR_NOTLOWEROPLEVEL       ircu 
561  ERR_NOTMANAGER            ircu 
562  ERR_CHANSECURED           ircu 
563  ERR_UPASSSET              ircu 
564  ERR_UPASSNOTSET           ircu 
566  ERR_NOMANAGER             ircu 
567  ERR_UPASS_SAME_APASS      ircu 
568  ERR_LASTERROR             ircu 
568  RPL_NOOMOTD               Nefarious 
597  RPL_REAWAY                Unreal 
598  RPL_GONEAWAY              Unreal 
599  RPL_NOTAWAY               Unreal 
600  RPL_LOGON                 Bahamut, Unreal 
601  RPL_LOGOFF                Bahamut, Unreal 
602  RPL_WATCHOFF              Bahamut, Unreal 
603  RPL_WATCHSTAT             Bahamut, Unreal 
604  RPL_NOWON                 Bahamut, Unreal 
605  RPL_NOWOFF                Bahamut, Unreal 
606  RPL_WATCHLIST             Bahamut, Unreal 
607  RPL_ENDOFWATCHLIST        Bahamut, Unreal 
608  RPL_WATCHCLEAR            Ultimate 
609  RPL_NOWISAWAY             Unreal 
610  RPL_MAPMORE               Unreal 
610  RPL_ISOPER                Ultimate 
611  RPL_ISLOCOP               Ultimate 
612  RPL_ISNOTOPER             Ultimate 
613  RPL_ENDOFISOPER           Ultimate 
615  RPL_MAPMORE               PTlink 
615  RPL_WHOISMODES            Ultimate 
616  RPL_WHOISHOST             Ultimate 
617  RPL_WHOISSSLFP            Nefarious 
617  RPL_DCCSTATUS             Bahamut 
617  RPL_WHOISBOT              Ultimate 
618  RPL_DCCLIST               Bahamut 
619  RPL_ENDOFDCCLIST          Bahamut 
619  RPL_WHOWASHOST            Ultimate 
620  RPL_DCCINFO               Bahamut 
620  RPL_RULESSTART            Ultimate 
621  RPL_RULES                 Ultimate 
622  RPL_ENDOFRULES            Ultimate 
623  RPL_MAPMORE               Ultimate 
624  RPL_OMOTDSTART            Ultimate 
625  RPL_OMOTD                 Ultimate 
626  RPL_ENDOFOMOTD            Ultimate 
630  RPL_SETTINGS              Ultimate 
631  RPL_ENDOFSETTINGS         Ultimate 
640  RPL_DUMPING               Unreal 
641  RPL_DUMPRPL               Unreal 
642  RPL_EODUMP                Unreal 
650  RPL_SYNTAX                InspIRCd 3.0 
651  RPL_CHANNELSMSG           InspIRCd 3.0 
652  RPL_WHOWASIP              InspIRCd 3.0 
653  RPL_UNINVITED             InspIRCd 3.0 
659  RPL_SPAMCMDFWD            Unreal 
670  RPL_STARTTLS              IRCv3 
671  RPL_WHOISSECURE           Unreal 
672  RPL_UNKNOWNMODES          Ithildin 
672  RPL_WHOISREALIP           Rizon 
673  RPL_CANNOTSETMODES        Ithildin 
674  RPL_WHOISYOURID           ChatIRCd 
690  ERR_REDIRECT              InspIRCd 
691  ERR_STARTTLS              IRCv3 
696  ERR_INVALIDMODEPARAM      InspIRCd 3.0 
697  ERR_LISTMODEALREADYSET    InspIRCd 3.0 
698  ERR_LISTMODENOTSET        InspIRCd 3.0 
700  RPL_COMMANDS              InspIRCd 3.0 
701  RPL_COMMANDSEND           InspIRCd 3.0 
702  RPL_MODLIST               RatBox 
702  RPL_COMMANDS              InspIRCd 2.0 
703  RPL_ENDOFMODLIST          RatBox 
703  RPL_COMMANDSEND           InspIRCd 2.0 
704  RPL_HELPSTART             RatBox 
705  RPL_HELPTXT               RatBox 
706  RPL_ENDOFHELP             RatBox 
707  ERR_TARGCHANGE            RatBox 
708  RPL_ETRACEFULL            RatBox 
709  RPL_ETRACE                RatBox 
710  RPL_KNOCK                 RatBox 
711  RPL_KNOCKDLVR             RatBox 
712  ERR_TOOMANYKNOCK          RatBox 
713  ERR_CHANOPEN              RatBox 
714  ERR_KNOCKONCHAN           RatBox 
715  ERR_KNOCKDISABLED         RatBox 
715  ERR_TOOMANYINVITE         Hybrid 
715  RPL_INVITETHROTTLE        Rizon 
716  RPL_TARGUMODEG            RatBox 
717  RPL_TARGNOTIFY            RatBox 
718  RPL_UMODEGMSG             RatBox 
720  RPL_OMOTDSTART            RatBox 
721  RPL_OMOTD                 RatBox 
722  RPL_ENDOFOMOTD            RatBox 
723  ERR_NOPRIVS               RatBox 
724  RPL_TESTMASK              RatBox 
725  RPL_TESTLINE              RatBox 
726  RPL_NOTESTLINE            RatBox 
727  RPL_TESTMASKGECOS         RatBox 
728  RPL_QUIETLIST             Charybdis 
729  RPL_ENDOFQUIETLIST        Charybdis 
730  RPL_MONONLINE             RatBox 
731  RPL_MONOFFLINE            RatBox 
732  RPL_MONLIST               RatBox 
733  RPL_ENDOFMONLIST          RatBox 
734  ERR_MONLISTFULL           RatBox 
740  RPL_RSACHALLENGE2         RatBox 
741  RPL_ENDOFRSACHALLENGE2    RatBox 
742  ERR_MLOCKRESTRICTED       Charybdis 
743  ERR_INVALIDBAN            Charybdis 
744  ERR_TOPICLOCK             InspIRCd? 
750  RPL_SCANMATCHED           RatBox 
751  RPL_SCANUMODES            RatBox 
759  RPL_ETRACEEND             irc2.11 
760  RPL_WHOISKEYVALUE         IRCv3 
761  RPL_KEYVALUE              IRCv3 
762  RPL_METADATAEND           IRCv3 
764  ERR_METADATALIMIT         IRCv3 
765  ERR_TARGETINVALID         IRCv3 
766  ERR_NOMATCHINGKEY         IRCv3 
767  ERR_KEYINVALID            IRCv3 
768  ERR_KEYNOTSET             IRCv3 
769  ERR_KEYNOPERMISSION       IRCv3 
771  RPL_XINFO                 Ithildin 
773  RPL_XINFOSTART            Ithildin 
774  RPL_XINFOEND              Ithildin 
801  RPL_STATSCOUNTRY          InspIRCd 3.0 
802  RPL_CHECK                 InspIRCd 3.0 
803  RPL_OTHERUMODEIS          InspIRCd 3.0 
804  RPL_OTHERSNOMASKIS        InspIRCd 3.0 
900  RPL_LOGGEDIN              Charybdis/Atheme, IRCv3 
901  RPL_LOGGEDOUT             Charybdis/Atheme, IRCv3 
902  ERR_NICKLOCKED            Charybdis/Atheme, IRCv3 
903  RPL_SASLSUCCESS           Charybdis/Atheme, IRCv3 
904  ERR_SASLFAIL              Charybdis/Atheme, IRCv3 
905  ERR_SASLTOOLONG           Charybdis/Atheme, IRCv3 
906  ERR_SASLABORTED           Charybdis/Atheme, IRCv3 
907  ERR_SASLALREADY           Charybdis/Atheme, IRCv3 
908  RPL_SASLMECHS             Charybdis/Atheme, IRCv3 
910  RPL_ACCESSLIST            InspIRCd 
911  RPL_ENDOFACCESSLIST       InspIRCd 
